name;startDate;url;artist;addressCountry;addressLocality;streetAddress;postalCode;coordinates
This Will Destroy You @ Beer City Music Hall;2024-11-09T19:00:00;https://www.bandsintown.com/e/105970711-this-will-destroy-you-at-beer-city-music-hall?came_from=209;This Will Destroy You;United States;Oklahoma City;1141 NW 2nd St;73106;(35.4700705, -97.5319766)
This Will Destroy You @ Tulips FTW;2024-11-10T20:00:00;https://www.bandsintown.com/e/1033038101-this-will-destroy-you-at-tulips-ftw?came_from=209;This Will Destroy You;United States;Fort Worth;112 St Louis Ave;76104;(32.7431484, -97.32897129999999)
This Will Destroy You @ Bar Le Ritz PDB;2025-06-18T21:00:00;https://www.bandsintown.com/e/1033273108-this-will-destroy-you-at-bar-le-ritz-pdb?came_from=209;This Will Destroy You;Canada;Montreal;179 Rue Jean-Talon O;H2R 2X2;(45.5326822, -73.6203687)
Converge @ Foro Veintiocho;2024-11-02T20:00:00;https://www.bandsintown.com/e/105008241-converge-at-foro-veintiocho?came_from=209;Converge;Mexico;Mexico City;;;(19.42847, -99.12766)
Converge @ Casa Rojas;2024-11-03T20:00:00;https://www.bandsintown.com/e/105008239-converge-at-casa-rojas?came_from=209;Converge;Costa Rica;San José;WWPP+5CF;10101;(9.9354389, -84.06395359999999)
Converge @ Zona 16;2024-11-05T20:00:00;https://www.bandsintown.com/e/105008238-converge-at-zona-16?came_from=209;Converge;Colombia;Bogotá;Cl. 12 #33-27;111611;(4.6148965, -74.096567)
Converge @ Blondie;2024-11-07T20:00:00;https://www.bandsintown.com/e/105008240-converge-at-blondie?came_from=209;Converge;Chile;Santiago;Av Libertador Bernardo O'Higgins 2879;1;(-33.4492347, -70.67399979999999)
Converge @ UNICLUB;2024-11-09T20:00:00;https://www.bandsintown.com/e/105418064-converge-at-uniclub?came_from=209;Converge;Argentina;Abasto;Guardia Vieja 3360;C1192AAB;(-34.602677, -58.4122431)
Converge @ Cine Joia;2024-11-10T20:00:00;https://www.bandsintown.com/e/105008242-converge-at-cine-joia?came_from=209;Converge;Brazil;Sao Paulo;Praça Carlos Gomes, 82;01501-040;(-23.5533514, -46.6358256)
Converge @ Buffalo RiverWorks;2024-12-14T13:00:00;https://www.bandsintown.com/e/105519682-converge-at-buffalo-riverworks?came_from=209;Converge;United States;Buffalo;359 Ganson St;14203;(42.8700909, -78.8719486)
Nothing @ Fox Theatre;2024-10-23T20:00:00;https://www.bandsintown.com/e/1032961042-nothing-at-fox-theatre?came_from=209;Nothing;United States;Boulder;1135 13th St;80302;(40.0080325, -105.2763878)
Nothing @ Granada Theater;2025-01-03T19:00:00;https://www.bandsintown.com/e/1033158384-nothing-at-granada-theater?came_from=209;Nothing;United States;Dallas;3524 Greenville Ave;75206;(32.8308267, -96.7697934)
Sungazer @ Musikens Hus;2024-10-16T19:00:00;https://www.bandsintown.com/e/105580021-sungazer-at-musikens-hus?came_from=209;Sungazer;Sweden;Göteborg;Djurgårdsgatan 13;41462;(57.697893, 11.93106499999999)
Sungazer @ Debaser Hornstulls Strand;2024-10-17T19:00:00;https://www.bandsintown.com/e/105580096-sungazer-at-debaser-hornstulls-strand?came_from=209;Sungazer;Sweden;Stockholm;Hornstulls Strand 4;117 39;(59.3144928, 18.032334)
Sungazer @ Paavli Kultuurivabrik;2024-10-18T19:00:00;https://www.bandsintown.com/e/105580105-sungazer-at-paavli-kultuurivabrik?came_from=209;Sungazer;Estonia;Tallinn;Paavli 7a;10412;(59.44751300000001, 24.7053406)
Sungazer @ Laska V21;2024-10-19T19:00:00;https://www.bandsintown.com/e/105580125-sungazer-at-laska-v21?came_from=209;Sungazer;Latvia;Riga;Vagonu 21;1009;(56.95012699999999, 24.1500819)
Sungazer @ Tamsta Club;2024-10-20T19:00:00;https://www.bandsintown.com/e/105580143-sungazer-at-tamsta-club?came_from=209;Sungazer;Lithuania;Vilnius;A. Strazdelio g. 1;02102;(54.675767, 25.2919579)
Sungazer @ Sala Villanos;2024-10-22T21:00:00;https://www.bandsintown.com/e/105740952-sungazer-at-sala-villanos?came_from=209;Sungazer;Spain;Madrid;C. de Bernardino Obregón;28012;(40.40400330000001, -3.700028199999999)
Sungazer @ La Nau Locales de Ensayo;2024-10-23T20:00:00;https://www.bandsintown.com/e/105648109-sungazer-at-la-nau-locales-de-ensayo?came_from=209;Sungazer;Spain;Barcelona;Carrer d''Àlaba 30;08005;(41.3942405, 2.1971748999999363)
Sungazer @ Kampus Hybernska;2024-10-24T19:00:00;https://www.bandsintown.com/e/105580212-sungazer-at-kampus-hybernska?came_from=209;Sungazer;Czechia;Hlavní Město Praha;Hybernská 998/4;110 00;(50.0870615, 14.4298688)
Sungazer @ Kampus Hybernska;2024-10-25T15:00:00;https://www.bandsintown.com/e/106018165-sungazer-at-kampus-hybernska?came_from=209;Sungazer;Czechia;Hlavní Město Praha;Hybernská 998/4;110 00;(50.0870615, 14.4298688)
Sungazer @ Kampus Hybernska;2024-10-25T19:00:00;https://www.bandsintown.com/e/105580217-sungazer-at-kampus-hybernska?came_from=209;Sungazer;Czechia;Hlavní Město Praha;Hybernská 998/4;110 00;(50.0870615, 14.4298688)
Sungazer @ Pumpehuset;2024-10-27T19:00:00;https://www.bandsintown.com/e/105580321-sungazer-at-pumpehuset?came_from=209;Sungazer;Denmark;Copenhagen;Studiestræde 52;1554;(55.676958, 12.565127)
Sungazer @ Gretchen;2024-10-29T20:30:00;https://www.bandsintown.com/e/105580408-sungazer-at-gretchen?came_from=209;Sungazer;Germany;Berlin;Obentrautstrasse 19-21;10963;(52.4960025, 13.3876896)
Sungazer @ New Morning;2024-10-30T19:30:00;https://www.bandsintown.com/e/105580460-sungazer-at-new-morning?came_from=209;Sungazer;France;Paris;7-9 Rue des Petites Ecuries;75010;(48.8729941, 2.3533312)
Sungazer @ De Roma;2024-11-01T20:00:00;https://www.bandsintown.com/e/105700526-sungazer-at-de-roma?came_from=209;Sungazer;Belgium;Antwerp;Turnhoutsebaan 286 Borgerhout;2140;(51.21375370000001, 4.4401111)
Sungazer @ Lumiere;2024-11-03T21:30:00;https://www.bandsintown.com/e/105809451-sungazer-at-lumiere?came_from=209;Sungazer;Italy;Pisa;Via Leopoldo Pilla;56121;(43.7018748, 10.4074406)
Sungazer @ Blue Note;2024-11-05T20:30:00;https://www.bandsintown.com/e/105580508-sungazer-at-blue-note?came_from=209;Sungazer;Italy;Milano;Via Pietro Borsieri;20159;(45.4893632, 9.188827999999999)
Sungazer @ The State Room;2024-12-06T20:00:00;https://www.bandsintown.com/e/105866850-sungazer-at-the-state-room?came_from=209;Sungazer;United States;Salt Lake City;638 S State St;84111;(40.7552834, -111.8884822)
Sungazer @ Treefort Music Hall;2024-12-07T19:00:00;https://www.bandsintown.com/e/105866871-sungazer-at-treefort-music-hall?came_from=209;Sungazer;United States;Boise;722 W Broad St;83702;(43.61305970000001, -116.2045607)
Sungazer @ The Get Down Music Venue;2024-12-08T19:00:00;https://www.bandsintown.com/e/105866884-sungazer-at-the-get-down-music-venue?came_from=209;Sungazer;United States;Portland;680 SE 6th Ave;97214;(45.51813920000001, -122.6595546)
Sungazer @ Hollywood Theatre;2024-12-09T19:00:00;https://www.bandsintown.com/e/105867364-sungazer-at-hollywood-theatre?came_from=209;Sungazer;Canada;Vancouver;3123 W Broadway;V6K 2H2;(49.2644464, -123.1745456)
Sungazer @ The Crocodile;2024-12-10T19:00:00;https://www.bandsintown.com/e/105867388-sungazer-at-the-crocodile?came_from=209;Sungazer;United States;Seattle;2505 1st Ave;98121;(47.61476769999999, -122.3492781)
Sungazer @ The Starlet Room;2024-12-12T19:00:00;https://www.bandsintown.com/e/105980675-sungazer-at-the-starlet-room?came_from=209;Sungazer;United States;Sacramento;2708 J St;95816;(38.5739457, -121.4701757)
Sungazer @ The Independent;2024-12-13T20:30:00;https://www.bandsintown.com/e/105867511-sungazer-at-the-independent?came_from=209;Sungazer;United States;San Francisco;628 Divisadero St;94117;(37.7755318, -122.4376002)
Sungazer @ Teragram Ballroom;2024-12-14T18:00:00;https://www.bandsintown.com/e/105867525-sungazer-at-teragram-ballroom?came_from=209;Sungazer;United States;Los Angeles;1234 W 7th St;90017;(34.05187319999999, -118.2670329)
Sungazer @ Music Box;2024-12-15T19:00:00;https://www.bandsintown.com/e/105867532-sungazer-at-music-box?came_from=209;Sungazer;United States;San Diego;1337 India Street;92101;(32.7193819, -117.1681424)
Sungazer @ Last Exit Live;2024-12-17T19:00:00;https://www.bandsintown.com/e/105867535-sungazer-at-last-exit-live?came_from=209;Sungazer;United States;Phoenix;717 S Central Ave;85004;(33.4403967, -112.0734989)
Sungazer @ Meow Wolf;2024-12-19T19:00:00;https://www.bandsintown.com/e/105867543-sungazer-at-meow-wolf?came_from=209;Sungazer;United States;Santa Fe;1352 Rufina Cir;87507;(35.6545756, -105.99684)
Sungazer @ Bluebird Theater;2024-12-20T20:00:00;https://www.bandsintown.com/e/105867548-sungazer-at-bluebird-theater?came_from=209;Sungazer;United States;Denver;3317 E Colfax Av;80206;(39.7403313, -104.9484849)
Sungazer @ World Cafe Live;2025-01-15T19:00:00;https://www.bandsintown.com/e/105866995-sungazer-at-world-cafe-live?came_from=209;Sungazer;United States;Philadelphia;3025 Walnut St;19104;(39.9520673, -75.1851726)
Sungazer @ The Sinclair;2025-01-16T19:00:00;https://www.bandsintown.com/e/105867029-sungazer-at-the-sinclair?came_from=209;Sungazer;United States;Cambridge;52 Church St;02138;(42.3739749, -71.1205932)
Sungazer @ Nectar's;2025-01-17T19:00:00;https://www.bandsintown.com/e/105867052-sungazer-at-nectar's?came_from=209;Sungazer;United States;Burlington;188 Main St;05401;(44.47619, -73.2117312)
Sungazer @ Club Soda;2025-01-18T19:00:00;https://www.bandsintown.com/e/105867067-sungazer-at-club-soda?came_from=209;Sungazer;Canada;Montreal;1225 Blvd St Laurent;H2X 2S6;(45.5097791, -73.56334960000001)
Sungazer @ La Source de la Martinière;2025-01-19T19:00:00;https://www.bandsintown.com/e/105867095-sungazer-at-la-source-de-la-martiniere?came_from=209;Sungazer;Canada;Québec;201 de Lanaudière St;G1L 4H2;(46.827609, -71.24346500000001)
Sungazer @ The Axis Club;2025-01-21T19:00:00;https://www.bandsintown.com/e/105867110-sungazer-at-the-axis-club?came_from=209;Sungazer;Canada;Toronto;722 College St;M6G 1C4;(43.6552794, -79.4192559)
Sungazer @ Mahall's;2025-01-22T19:00:00;https://www.bandsintown.com/e/105867119-sungazer-at-mahall's?came_from=209;Sungazer;United States;Lakewood;13200 Madison Av;44107;(41.4771169, -81.7810872)
Sungazer @ The Summit Music Hall;2025-01-23T20:00:00;https://www.bandsintown.com/e/105867138-sungazer-at-the-summit-music-hall?came_from=209;Sungazer;United States;Columbus;2210 Summit St;43201;(40.0085426, -83.00023449999999)
Sungazer @ Outset;2025-01-24T18:30:00;https://www.bandsintown.com/e/105867157-sungazer-at-outset?came_from=209;Sungazer;United States;Chicago;1675 N Elston Ave;60642;(41.9126581, -87.66331489999999)
Sungazer @ HI-FI;2025-01-25T19:00:00;https://www.bandsintown.com/e/105867170-sungazer-at-hi-fi?came_from=209;Sungazer;United States;Indianapolis;1043 Virginia Ave #4;46203;(39.752534, -86.14053799999999)
Sungazer @ THE OLD ROCK HOUSE;2025-01-26T19:00:00;https://www.bandsintown.com/e/105867182-sungazer-at-the-old-rock-house?came_from=209;Sungazer;United States;St Louis;1200 S 7th St;63104;(38.61526599999999, -90.19639699999999)
Sungazer @ Crosstown Arts;2025-01-28T19:00:00;https://www.bandsintown.com/e/105867209-sungazer-at-crosstown-arts?came_from=209;Sungazer;United States;Memphis;1350 Concourse Ave #280;38104;(35.1522897, -90.0132964)
Sungazer @ The Vinyl Lounge;2025-01-29T19:00:00;https://www.bandsintown.com/e/105867264-sungazer-at-the-vinyl-lounge?came_from=209;Sungazer;United States;Nashville;1414 3rd Ave S Suite 102;37210;(36.141408, -86.7627701)
Sungazer @ Terminal West;2025-01-30T19:00:00;https://www.bandsintown.com/e/1032775667-sungazer-at-terminal-west?came_from=209;Sungazer;United States;Atlanta;887 W Marietta St NW, Ste. C;30318;(33.7816081, -84.4155938)
Sungazer @ Motorco Music Hall;2025-01-31T19:00:00;https://www.bandsintown.com/e/105867266-sungazer-at-motorco-music-hall?came_from=209;Sungazer;United States;Durham;723 Rigsbee Ave;27701-2138;(36.00359270000001, -78.900364)
Sungazer @ 9:30 Club;2025-02-01T20:00:00;https://www.bandsintown.com/e/105867251-sungazer-at-9:30-club?came_from=209;Sungazer;United States;Washington;815 V St NW;20001;(38.9178952, -77.0237412)
Sungazer @ Thunderbird Café & Music Hall;2025-02-02T20:00:00;https://www.bandsintown.com/e/105980721-sungazer-at-thunderbird-cafe-and-music-hall?came_from=209;Sungazer;United States;Pittsburgh;4053 Butler St;15201;(40.46939909999999, -79.9616095)
Sungazer @ Racket NYC;2025-02-03T20:00:00;https://www.bandsintown.com/e/105980735-sungazer-at-racket-nyc?came_from=209;Sungazer;United States;New York;431 W 16th St;10011;(40.74308690000001, -74.0057291)
Sungazer @ Islington Assembly Hall;2025-03-26T19:00:00;https://www.bandsintown.com/e/105980743-sungazer-at-islington-assembly-hall?came_from=209;Sungazer;United Kingdom;London;Upper St;N1 2UD;(51.541642, -0.10196)
Sungazer @ The Blues Kitchen Manchester;2025-03-27T19:00:00;https://www.bandsintown.com/e/105980750-sungazer-at-the-blues-kitchen-manchester?came_from=209;Sungazer;United Kingdom;Manchester;13 Quay St;M3 3HN;(53.47839279999999, -2.2507526)
Sungazer @ Future Yard CIC;2025-03-28T17:30:00;https://www.bandsintown.com/e/105980758-sungazer-at-future-yard-cic?came_from=209;Sungazer;United Kingdom;Birkenhead;75 Argyle St;CH41 6AB;(53.3913289, -3.0187096)
Sungazer @ Bristol Beacon;2025-03-29T19:00:00;https://www.bandsintown.com/e/105980772-sungazer-at-bristol-beacon?came_from=209;Sungazer;United Kingdom;Bristol;Trenchard St;BS1 5AR;(51.454493, -2.5982703)
Sungazer @ Rockhal;2025-03-31T20:30:00;https://www.bandsintown.com/e/105980780-sungazer-at-rockhal?came_from=209;Sungazer;Luxembourg;Esch-sur-alzette;5 Av. du Rock'n'Roll;4083;(49.5000461, 5.9477546)
Sungazer @ Pandora;2025-04-01T20:00:00;https://www.bandsintown.com/e/105980788-sungazer-at-pandora?came_from=209;Sungazer;Netherlands;Utrecht;Stationsdwarsstraat 52;3511 EL;(52.0906367, 5.1117509)
Sungazer @ Paradiso;2025-04-02T19:30:00;https://www.bandsintown.com/e/105980797-sungazer-at-paradiso?came_from=209;Sungazer;Netherlands;Amsterdam;Weteringschans 6-8;1017 SG;(52.3621619, 4.8838059)
Sungazer @ LantarenVenster;2025-04-03T20:00:00;https://www.bandsintown.com/e/105980807-sungazer-at-lantarenvenster?came_from=209;Sungazer;Netherlands;Rotterdam;Otto Reuchlinweg 996;3072;(51.9048386, 4.48702)
Sungazer @ Ääniwalli;2025-04-05T19:00:00;https://www.bandsintown.com/e/105980821-sungazer-at-aaniwalli?came_from=209;Sungazer;Finland;Helsinki;Pälkäneentie 13;00510;(60.1952776, 24.9497514)
Deafheaven @ The Salt Shed;2024-11-18T19:00:00;https://www.bandsintown.com/e/105649102-deafheaven-at-the-salt-shed?came_from=209;Deafheaven;United States;Chicago;1357 N Elston Ave;60642;(41.9064774, -87.65940049999999)
Deafheaven @ The Salt Shed;2024-11-19T19:00:00;https://www.bandsintown.com/e/105633242-deafheaven-at-the-salt-shed?came_from=209;Deafheaven;United States;Chicago;1357 N Elston Ave;60642;(41.9064774, -87.65940049999999)
Deafheaven @ Historic Crew Stadium;2025-05-09T11:00:00;https://www.bandsintown.com/e/106044742-deafheaven-at-historic-crew-stadium?came_from=209;Deafheaven;United States;Columbus;1 Black and Gold Blvd;43211;(40.0095288, -82.99116219999999)
Nate Smith @ Sierra Nevada Brewing Co.;2024-11-13T19:00:00;https://www.bandsintown.com/e/105687045-nate-smith-at-sierra-nevada-brewing-co.?came_from=209;Nate Smith;United States;Mills River;100 Sierra Nevada Wy;28732;(35.4307844, -82.55368750000002)
Nate Smith @ City Winery Philadelphia;2024-11-14T19:30:00;https://www.bandsintown.com/e/105687058-nate-smith-at-city-winery-philadelphia?came_from=209;Nate Smith;United States;Philadelphia;990 Filbert Street;19107;(39.9524744, -75.1562478)
Nate Smith @ SOB's;2024-11-15T20:00:00;https://www.bandsintown.com/e/105687017-nate-smith-at-sob's?came_from=209;Nate Smith;United States;New York;204 Varick St;10014;(40.7284492, -74.0051241)
Nate Smith @ Crystal Ballroom;2024-11-16T20:00:00;https://www.bandsintown.com/e/105687842-nate-smith-at-crystal-ballroom?came_from=209;Nate Smith;United States;Somerville;55 Davis Square;02144;(42.39654539999999, -71.1229934)
Nate Smith @ The National;2024-12-07T20:00:00;https://www.bandsintown.com/e/105955722-nate-smith-at-the-national?came_from=209;Nate Smith;United States;Richmond;708 E Broad St;23219-1836;(37.5418426, -77.43524599999999)
Nate Smith @ Kennedy Center;2024-12-31T19:00:00;https://www.bandsintown.com/e/105697626-nate-smith-at-kennedy-center?came_from=209;Nate Smith;United States;Washington;2700 F St NW;20566;(38.8958482, -77.05568269999999)
Nate Smith @ Kennedy Center;2024-12-31T21:00:00;https://www.bandsintown.com/e/105697629-nate-smith-at-kennedy-center?came_from=209;Nate Smith;United States;Washington;2700 F St NW;20566;(38.8958482, -77.05568269999999)
The Ocean @ BEC Arena manchester;2024-11-01T19:00:00;https://www.bandsintown.com/e/105962553-the-ocean-at-bec-arena-manchester?came_from=209;The Ocean;United Kingdom;Manchester;;;(53.48095, -2.23743)
The Ocean @ On The Rocks;2024-12-04T19:00:00;https://www.bandsintown.com/e/105962453-the-ocean-at-on-the-rocks?came_from=209;The Ocean;Finland;Helsinki;Mikonkatu 15;00100;(60.1712231, 24.94559240000001)
The Ocean @ Slaktkyrkan;2024-12-06T19:00:00;https://www.bandsintown.com/e/105962458-the-ocean-at-slaktkyrkan?came_from=209;The Ocean;Sweden;Johanneshov;Styckmästargatan 10;121 62;(59.29259510000001, 18.0803011)
The Ocean @ Vulkan Arena;2024-12-08T19:00:00;https://www.bandsintown.com/e/105962474-the-ocean-at-vulkan-arena?came_from=209;The Ocean;Norway;Oslo;Vulkan 26;0175;(59.9222412, 10.7508392)
The Ocean @ Quantic Club;2024-12-14T19:00:00;https://www.bandsintown.com/e/105962479-the-ocean-at-quantic-club?came_from=209;The Ocean;Romania;București;Șoseaua Grozăvești 82;;(44.4380262, 26.059491)
The Ocean @ Kesselhaus;2025-01-11T19:00:00;https://www.bandsintown.com/e/105962487-the-ocean-at-kesselhaus?came_from=209;The Ocean;Germany;Berlin;Schönhauser Allee 36;10435;(52.5393856, 13.4137106)
The Ocean @ Vooruit;2025-01-16T19:00:00;https://www.bandsintown.com/e/105962512-the-ocean-at-vooruit?came_from=209;The Ocean;Belgium;Gent;Sint Pietersnieuwstraat 23;9000;(51.0476851, 3.7274631999999883)
The Ocean @ Mon Madrid;2025-02-02T19:00:00;https://www.bandsintown.com/e/105962516-the-ocean-at-mon-madrid?came_from=209;The Ocean;Spain;Madrid;Calle Hilarión Eslava 36;28015;(40.435835, -3.7165281999999706)
Covet @ Shindaita Fever ;2024-12-16T19:00:00;https://www.bandsintown.com/e/106023956-covet-at-shindaita-fever?came_from=209;Covet;Japan;Tokyo;;;(35.68245, 139.69382)
Covet @ Shinsaibashi Sunhall;2024-12-17T19:00:00;https://www.bandsintown.com/e/106023961-covet-at-shinsaibashi-sunhall?came_from=209;Covet;Japan;Osaka;Japan;542-0086;(34.67089550000001, 135.4984193)
